Nb elements;GPU Time
32;1.084800
64;1.153088
96;1.177888
128;1.253920
160;1.103168
192;1.202976
224;1.280544
256;1.578208
288;1.685440
320;2.496128
352;1.853600
384;2.026720
416;2.157824
448;2.306560
480;2.479424
512;2.836512
