Nb elements;GPU Time
32;1.096352
64;1.115200
96;1.030848
128;1.283520
160;1.167584
192;1.290752
224;1.243552
256;1.785408
288;2.062176
320;2.226784
352;2.074208
384;3.228352
416;3.476384
448;3.600832
480;3.834912
512;4.269632
