Nb elements;CPU Time
32;0.018000
64;0.029000
96;0.074000
128;0.178000
160;0.298000
192;0.471000
224;0.660000
256;0.895000
288;1.192000
320;1.560000
352;1.916000
384;2.256000
416;2.648000
448;3.136000
480;3.632000
512;4.096000
