Nb elements;CPU Time
32;0.041000
64;0.092000
96;0.282000
128;0.514000
160;0.771000
192;1.160000
224;1.334000
256;1.777000
288;2.184000
320;2.604000
352;3.124000
384;3.760000
416;4.496000
448;5.152000
480;6.128000
512;6.816000
