Nb elements;CPU Time
32;0.030000
64;0.113000
96;0.254000
128;0.433000
160;0.662000
192;0.942000
224;1.353000
256;1.454000
288;1.795000
320;2.202000
352;2.544000
384;3.072000
416;3.632000
448;4.208000
480;4.864000
512;5.680000
