Nb elements;GPU Time
32;0.994624
64;1.094560
96;1.273952
128;1.702080
160;1.480736
192;1.723136
224;1.973856
256;2.427584
288;2.809216
320;2.652288
352;2.944896
384;3.278208
416;3.655136
448;5.004032
480;5.418464
512;5.901440
