Nb elements;CPU Time
32;0.063000
64;0.094000
96;0.110000
128;0.234000
160;0.401000
192;0.607000
224;0.840000
256;1.136000
288;1.513000
320;2.034000
352;2.400000
384;2.832000
416;3.288000
448;3.904000
480;4.528000
512;4.992000
