Nb elements;CPU Time
32;0.021000
64;0.086000
96;0.215000
128;0.353000
160;0.543000
192;0.782000
224;1.150000
256;1.160000
288;1.427000
320;1.718000
352;2.088000
384;2.396000
416;2.864000
448;3.328000
480;3.856000
512;4.560000
