Nb elements;CPU Time
32;0.017000
64;0.028000
96;0.074000
128;0.169000
160;0.293000
192;0.453000
224;0.657000
256;0.878000
288;1.182000
320;1.556000
352;1.884000
384;2.240000
416;2.600000
448;3.088000
480;3.584000
512;4.032000
