Nb elements;GPU Time
64;1.286272
128;1.734560
192;2.412672
256;3.362880
320;5.005728
384;6.263648
448;9.284128
512;16.059649
576;15.152160
640;18.120735
704;20.954784
768;24.785055
832;27.772608
896;32.241344
960;36.485889
1024;42.500416
1088;46.083969
1152;50.151775
1216;56.888927
1280;89.786980
1344;101.814560
1408;111.066559
1472;153.616135
1536;202.609253
1600;179.227524
1664;167.658112
1728;179.496964
1792;217.832062
1856;227.082947
1920;259.816345
1984;244.050659
2048;257.701813
