Nb elements;GPU Time
64;1.149120
128;1.330944
192;1.555776
256;2.593600
320;2.284352
384;2.909312
448;3.464416
512;4.155712
576;5.562624
640;6.264992
704;7.190816
768;7.901984
832;8.847520
896;14.126752
960;10.728832
1024;11.978368
1088;13.979712
1152;14.368064
1216;15.482368
1280;16.509888
1344;18.330463
1408;19.641249
1472;41.041634
1536;42.714367
1600;52.323967
1664;43.992767
1728;47.149471
1792;61.259007
1856;60.843647
1920;63.596447
1984;66.862877
2048;69.587166
