Nb elements;GPU Time
32;1.244320
64;1.088992
96;1.178016
128;1.525440
160;1.691328
192;1.862848
224;2.174464
256;3.231648
288;3.219712
320;3.829632
352;3.326624
384;3.630176
416;4.029568
448;5.032288
480;5.214528
512;6.484768
