Nb elements;CPU Time
64;0.071000
128;0.270000
192;0.585000
256;1.110000
320;2.042000
384;3.196000
448;4.287000
512;4.511000
576;5.639000
640;7.134000
704;10.268000
768;9.810000
832;11.448000
896;13.904000
960;15.960000
1024;17.743999
1088;20.271999
1152;23.040001
1216;30.351999
1280;29.184000
1344;31.695999
1408;39.807999
1472;40.320000
1536;43.520000
1600;48.576000
1664;50.624001
1728;54.591999
1792;61.056000
1856;64.000000
1920;68.863998
1984;72.320000
2048;77.311996
