Nb elements;GPU Time
32;1.208288
64;1.097856
96;1.048224
128;1.135552
160;1.109920
192;1.160352
224;1.274528
256;1.532096
288;1.667680
320;1.714112
352;1.821472
384;1.983040
416;2.205216
448;2.377856
480;2.458112
512;2.669824
