Nb elements;GPU Time
32;1.176544
64;1.099680
96;1.277728
128;1.426176
160;1.467072
192;1.647328
224;1.732768
256;2.398816
288;2.690336
320;2.891904
352;2.828128
384;3.195616
416;3.549888
448;4.885504
480;5.272672
512;5.735872
