Nb elements;CPU Time
32;0.060000
64;0.118000
96;0.159000
128;0.306000
160;0.464000
192;0.652000
224;0.844000
256;1.015000
288;1.211000
320;1.348000
352;1.600000
384;1.988000
416;2.392000
448;2.704000
480;3.104000
512;3.744000
