Nb elements;GPU Time
32;0.979232
64;1.106432
96;1.218848
128;1.480864
160;1.239424
192;1.276448
224;1.271872
256;1.671136
288;1.643296
320;1.925696
352;2.074560
384;3.205248
416;3.386848
448;3.587200
480;3.843648
512;4.323872
