Nb elements;CPU Time
32;0.030000
64;0.069000
96;0.236000
128;0.432000
160;0.652000
192;0.964000
224;1.080000
256;1.426000
288;1.776000
320;2.096000
352;2.508000
384;3.000000
416;3.608000
448;4.144000
480;5.008000
512;5.536000
