Nb elements;GPU Time
32;1.245856
64;1.116288
96;1.257664
128;1.318816
160;1.359520
192;1.548000
224;1.738592
256;2.147488
288;2.408256
320;2.260960
352;2.530272
384;4.226304
416;3.128512
448;3.372000
480;3.725120
512;4.076256
