Nb elements;GPU Time
32;1.071040
64;1.138784
96;1.102208
128;1.459040
160;1.358976
192;1.607264
224;1.684928
256;2.216384
288;2.765344
320;3.296416
352;2.579584
384;2.831840
416;3.163392
448;3.483296
480;3.818272
512;4.317536
