Nb elements;GPU Time
64;1.667136
128;1.869952
192;2.791520
256;3.929344
320;8.157728
384;6.519808
448;8.131168
512;9.938368
576;13.004736
640;15.021632
704;17.233631
768;19.339745
832;21.744448
896;24.808001
960;39.728096
1024;44.102783
1088;49.146111
1152;52.882015
1216;69.684258
1280;86.445824
1344;72.594109
1408;109.589630
1472;87.603485
1536;92.231392
1600;96.105667
1664;91.397469
1728;100.164543
1792;139.048096
1856;111.822334
1920;141.451141
1984;148.366364
2048;138.641861
