Nb elements;GPU Time
32;1.075200
64;1.112032
96;1.129856
128;1.404672
160;1.151104
192;1.259200
224;1.305568
256;1.678656
288;2.303584
320;1.973120
352;2.092160
384;3.192352
416;3.389760
448;3.568416
480;3.816032
512;4.217120
