Nb elements;GPU Time
64;1.241088
128;1.416256
192;1.854816
256;2.361824
320;3.117696
384;3.971904
448;5.050752
512;6.233472
576;7.733472
640;9.180096
704;11.083616
768;12.800000
832;14.091552
896;16.998625
960;19.035328
1024;21.249504
1088;23.398687
1152;25.717279
1216;29.110016
1280;60.833664
1344;66.075775
1408;73.321442
1472;75.960068
1536;83.733124
1600;87.573952
1664;82.914948
1728;88.850464
1792;109.837921
1856;119.077148
1920;130.696030
1984;122.566307
2048;128.871399
