Nb elements;CPU Time
64;0.080000
128;0.200000
192;0.422000
256;0.756000
320;1.261000
384;1.796000
448;2.573000
512;3.106000
576;3.635000
640;4.645000
704;6.634000
768;6.834000
832;7.980000
896;9.520000
960;10.840000
1024;27.351999
1088;14.000000
1152;15.992000
1216;21.520000
1280;21.087999
1344;21.648001
1408;32.192001
1472;47.104000
1536;57.952000
1600;59.296001
1664;66.367996
1728;70.335999
1792;109.440002
1856;82.239998
1920;89.856003
1984;93.823997
2048;209.792007
