Nb elements;CPU Time
32;0.028000
64;0.056000
96;0.121000
128;0.255000
160;0.429000
192;0.650000
224;0.929000
256;1.221000
288;1.626000
320;2.080000
352;2.568000
384;3.016000
416;3.512000
448;4.144000
480;4.832000
512;5.408000
