Nb elements;CPU Time
32;0.106000
64;0.183000
96;0.555000
128;0.916000
160;1.485000
192;2.199000
224;2.680000
256;3.816000
288;4.708000
320;5.308000
352;7.188000
384;8.176000
416;9.360000
448;10.848000
480;13.904000
512;15.200000
