Nb elements;GPU Time
32;1.107872
64;1.160480
96;1.358592
128;1.603680
160;1.456416
192;1.685696
224;1.885248
256;2.429600
288;3.514688
320;2.645408
352;2.941152
384;3.314272
416;3.671136
448;4.976896
480;5.393088
512;10.420224
