Nb elements;CPU Time
32;0.029000
64;0.069000
96;0.249000
128;0.425000
160;0.640000
192;0.950000
224;1.105000
256;1.455000
288;1.778000
320;2.128000
352;2.544000
384;3.096000
416;3.672000
448;4.320000
480;5.232000
512;6.016000
