Nb elements;GPU Time
32;1.212192
64;1.196192
96;1.101344
128;1.429888
160;1.370688
192;1.653344
224;1.685536
256;2.211232
288;2.506464
320;2.337120
352;2.579968
384;2.854528
416;3.142560
448;3.500384
480;3.853984
512;4.390784
