Nb elements;GPU Time
32;1.046016
64;1.202624
96;1.307136
128;1.631904
160;1.441536
192;1.638688
224;1.778880
256;2.310432
288;2.526528
320;2.491168
352;2.808384
384;3.113376
416;3.450272
448;4.721056
480;5.182368
512;5.677632
