Nb elements;GPU Time
32;1.045088
64;1.014432
96;1.218112
128;1.473824
160;1.165536
192;1.248576
224;1.317376
256;1.669312
288;2.827648
320;1.888672
352;2.067488
384;3.215648
416;3.431136
448;3.591264
480;3.873920
512;4.147104
