Nb elements;CPU Time
32;0.061000
64;0.145000
96;0.280000
128;0.503000
160;0.753000
192;1.092000
224;1.551000
256;1.682000
288;2.117000
320;2.546000
352;3.020000
384;3.664000
416;4.304000
448;4.992000
480;5.808000
512;6.608000
