Nb elements;CPU Time
32;0.019000
64;0.065000
96;0.079000
128;0.179000
160;0.313000
192;0.476000
224;0.681000
256;0.912000
288;1.230000
320;1.604000
352;2.012000
384;2.336000
416;2.696000
448;3.216000
480;3.744000
512;4.080000
