Nb elements;CPU Time
64;0.136000
128;0.620000
192;1.250000
256;2.441000
320;4.101000
384;5.848000
448;8.105000
512;8.204000
576;10.182000
640;13.359000
704;22.445999
768;22.516001
832;22.610001
896;33.608002
960;34.144001
1024;42.768002
1088;47.352001
1152;51.776001
1216;72.559998
1280;68.272003
1344;72.400002
1408;92.255997
1472;88.800003
1536;95.360001
1600;101.472000
1664;87.103996
1728;118.015999
1792;132.160004
1856;135.360001
1920;135.039993
1984;148.479996
2048;159.488007
