Nb elements;CPU Time
32;0.043000
64;0.149000
96;0.178000
128;0.384000
160;0.680000
192;1.007000
224;1.459000
256;1.561000
288;2.137000
320;2.644000
352;2.916000
384;3.620000
416;4.104000
448;4.792000
480;5.632000
512;6.640000
