Nb elements;GPU Time
32;1.013280
64;1.108064
96;1.355040
128;1.646752
160;1.490784
192;1.694304
224;1.887168
256;2.393952
288;2.734976
320;2.609088
352;2.942336
384;3.254496
416;3.609024
448;4.922208
480;5.336992
512;5.956512
