Nb elements;CPU Time
64;0.301000
128;0.851000
192;1.894000
256;2.860000
320;4.553000
384;6.865000
448;9.072000
512;11.448000
576;11.088000
640;13.592000
704;16.900000
768;25.468000
832;24.566000
896;26.096001
960;30.688000
1024;34.248001
1088;39.608002
1152;43.576000
1216;51.616001
1280;68.384003
1344;67.472000
1408;70.736000
1472;72.832001
1536;77.760002
1600;84.543999
1664;92.447998
1728;96.000000
1792;105.024002
1856;112.447998
1920;123.264000
1984;128.255997
2048;139.647995
