Nb elements;GPU Time
32;1.081056
64;1.100832
96;0.998400
128;1.247424
160;1.118336
192;1.203904
224;1.165728
256;1.616960
288;2.037568
320;2.494240
352;1.948864
384;2.127680
416;2.307648
448;2.505568
480;2.766208
512;3.975456
