Nb elements;GPU Time
32;1.085088
64;1.116064
96;1.097120
128;1.427104
160;1.388096
192;1.575840
224;1.680352
256;2.248064
288;2.862656
320;2.854144
352;2.668032
384;2.960032
416;3.338944
448;3.635648
480;4.041408
512;5.494976
