Nb elements;CPU Time
32;0.038000
64;0.086000
96;0.282000
128;0.491000
160;0.744000
192;1.101000
224;1.284000
256;1.736000
288;2.108000
320;2.512000
352;3.012000
384;3.600000
416;4.320000
448;4.944000
480;5.904000
512;6.464000
