Nb elements;CPU Time
32;0.024000
64;0.088000
96;0.211000
128;0.386000
160;0.586000
192;0.837000
224;1.217000
256;1.339000
288;1.584000
320;1.868000
352;2.200000
384;2.620000
416;3.128000
448;3.616000
480;4.208000
512;4.864000
