Nb elements;GPU Time
32;1.546592
64;1.071584
96;1.182688
128;1.343232
160;1.818432
192;1.406848
224;1.546048
256;6.980480
288;1.964384
320;2.252320
352;2.055200
384;2.163520
416;2.382400
448;2.620736
480;2.797632
512;3.893568
