Nb elements;GPU Time
32;1.093440
64;1.043168
96;1.250720
128;1.231200
160;1.195296
192;1.295104
224;1.224384
256;1.675072
288;1.757088
320;1.992000
352;2.073184
384;3.216640
416;3.406976
448;3.623296
480;3.829504
512;4.113952
