Nb elements;CPU Time
32;0.014000
64;0.051000
96;0.064000
128;0.152000
160;0.287000
192;0.415000
224;0.591000
256;0.803000
288;1.118000
320;1.428000
352;1.776000
384;2.076000
416;2.384000
448;2.872000
480;3.280000
512;3.600000
