Nb elements;CPU Time
32;0.059000
64;0.068000
96;0.155000
128;0.313000
160;0.542000
192;0.821000
224;1.127000
256;1.512000
288;1.946000
320;2.484000
352;3.080000
384;3.624000
416;4.224000
448;4.944000
480;5.776000
512;6.368000
